state,county,county_code,year,flood_type,detections,first_detection,last_detection,mean_cloud_fraction
Central Equatoria,Terekeka,SS0105,2014,recurring,88,2014-01-06,2015-01-04,0.0
Central Equatoria,Terekeka,SS0105,2014,unusual,1559,2014-01-06,2015-01-02,0.0
Central Equatoria,Yei,SS0106,2014,unusual,45,2014-01-17,2015-01-02,0.0
Eastern Equatoria,Budi,SS0201,2014,unusual,247,2014-01-06,2014-12-31,0.0
Eastern Equatoria,Ikotos,SS0202,2014,unusual,283,2014-01-06,2014-12-31,0.0
Eastern Equatoria,Kapoeta East,SS0203,2014,recurring,40,2014-11-04,2014-11-30,0.0
Eastern Equatoria,Kapoeta East,SS0203,2014,unusual,8216,2014-01-06,2014-12-31,0.0
Eastern Equatoria,Kapoeta North,SS0204,2014,unusual,1084,2014-01-06,2014-12-28,0.0
Eastern Equatoria,Kapoeta South,SS0205,2014,unusual,15,2014-05-26,2014-12-19,0.0
Eastern Equatoria,Lafon,SS0206,2014,unusual,8106,2014-01-06,2015-01-04,0.0
Eastern Equatoria,Magwi,SS0207,2014,recurring,3,2014-01-29,2014-12-31,0.0
Eastern Equatoria,Magwi,SS0207,2014,unusual,161,2014-01-06,2014-12-31,0.0
Eastern Equatoria,Torit,SS0208,2014,unusual,262,2014-01-06,2015-01-04,0.0
Jonglei,Akobo,SS0301,2014,recurring,505,2014-01-06,2015-01-04,0.0
Jonglei,Akobo,SS0301,2014,unusual,3057,2014-01-06,2015-01-04,0.0
Jonglei,Ayod,SS0302,2014,recurring,28000,2014-01-06,2015-01-04,0.0
Jonglei,Ayod,SS0302,2014,unusual,30636,2014-01-06,2015-01-04,0.0
Jonglei,Bor South,SS0303,2014,recurring,8195,2014-01-06,2015-01-04,0.0
Jonglei,Bor South,SS0303,2014,unusual,19535,2014-01-06,2015-01-04,0.0
Jonglei,Canal/Pigi,SS0304,2014,recurring,114,2014-01-08,2015-01-02,0.0
Jonglei,Canal/Pigi,SS0304,2014,unusual,113,2014-01-15,2015-01-02,0.0
Jonglei,Duk,SS0305,2014,recurring,19113,2014-01-06,2015-01-04,0.0
Jonglei,Duk,SS0305,2014,unusual,8821,2014-01-06,2015-01-04,0.0
Jonglei,Fangak,SS0306,2014,recurring,3052,2014-01-06,2015-01-04,0.0
Jonglei,Fangak,SS0306,2014,unusual,8703,2014-01-06,2015-01-04,0.0
Jonglei,Nyirol,SS0307,2014,unusual,647,2014-01-13,2015-01-04,0.0
Jonglei,Pibor,SS0308,2014,recurring,24,2014-01-06,2014-11-24,0.0
Jonglei,Pibor,SS0308,2014,unusual,66187,2014-01-06,2015-01-04,0.0
Jonglei,Pochalla,SS0309,2014,recurring,981,2014-01-06,2015-01-04,0.0
Jonglei,Pochalla,SS0309,2014,unusual,6647,2014-01-06,2015-01-04,0.0
Jonglei,Twic East,SS0310,2014,recurring,5933,2014-01-06,2015-01-04,0.0
Jonglei,Twic East,SS0310,2014,unusual,13979,2014-01-06,2015-01-04,0.0
Jonglei,Uror,SS0311,2014,unusual,5769,2014-01-06,2015-01-04,0.0
Lakes,Awerial,SS0401,2014,recurring,9286,2014-01-06,2015-01-04,0.0
Lakes,Awerial,SS0401,2014,unusual,2217,2014-01-06,2015-01-04,0.0
Lakes,Cueibet,SS0402,2014,recurring,2,2014-11-29,2014-11-29,0.0
Lakes,Cueibet,SS0402,2014,unusual,1719,2014-01-15,2015-01-04,0.0
Lakes,Rumbek Centre,SS0403,2014,unusual,577,2014-01-16,2015-01-04,0.0
Lakes,Rumbek East,SS0404,2014,recurring,395,2014-01-06,2015-01-04,0.0
Lakes,Rumbek East,SS0404,2014,unusual,752,2014-01-06,2015-01-02,0.0
Lakes,Rumbek North,SS0405,2014,unusual,786,2014-01-06,2015-01-03,0.0
Lakes,Wulu,SS0406,2014,unusual,452,2014-01-06,2015-01-02,0.0
Lakes,Yirol East,SS0407,2014,recurring,3192,2014-01-06,2015-01-04,0.0
Lakes,Yirol East,SS0407,2014,unusual,3790,2014-01-06,2015-01-04,0.0
Lakes,Yirol West,SS0408,2014,recurring,754,2014-01-06,2015-01-04,0.0
Lakes,Yirol West,SS0408,2014,unusual,2482,2014-01-06,2015-01-04,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2014,recurring,301,2014-08-21,2014-11-27,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2014,unusual,161,2014-01-07,2014-12-06,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2014,recurring,19774,2014-08-16,2014-12-22,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2014,unusual,3987,2014-01-11,2015-01-01,0.0
Northern Bahr el Ghazal,Aweil North,SS0503,2014,recurring,15,2014-10-10,2014-10-19,0.0
Northern Bahr el Ghazal,Aweil North,SS0503,2014,unusual,107,2014-10-03,2014-12-02,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2014,recurring,13919,2014-09-12,2014-12-31,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2014,unusual,3659,2014-09-12,2015-01-03,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2014,recurring,365,2014-09-12,2014-11-18,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2014,unusual,607,2014-01-19,2014-11-18,0.0
Unity,Abiemnhom,SS0601,2014,unusual,2235,2014-03-09,2015-01-03,0.0
Unity,Guit,SS0602,2014,recurring,319,2014-01-06,2015-01-02,0.0
Unity,Guit,SS0602,2014,unusual,7515,2014-01-06,2015-01-02,0.0
Unity,Koch,SS0603,2014,recurring,10990,2014-01-06,2015-01-04,0.0
Unity,Koch,SS0603,2014,unusual,9730,2014-01-06,2015-01-04,0.0
Unity,Leer,SS0604,2014,recurring,418,2014-01-06,2015-01-04,0.0
Unity,Leer,SS0604,2014,unusual,2686,2014-01-06,2015-01-02,0.0
Unity,Mayendit,SS0605,2014,recurring,145,2014-01-06,2015-01-02,0.0
Unity,Mayendit,SS0605,2014,unusual,2235,2014-01-13,2015-01-04,0.0
Unity,Mayom,SS0606,2014,recurring,30353,2014-01-06,2015-01-04,0.0
Unity,Mayom,SS0606,2014,unusual,386493,2014-01-06,2015-01-04,0.0
Unity,Panyijiar,SS0607,2014,recurring,3695,2014-01-06,2015-01-04,0.0
Unity,Panyijiar,SS0607,2014,unusual,11207,2014-01-06,2015-01-04,0.0
Unity,Pariang,SS0608,2014,recurring,2391,2014-01-06,2015-01-04,0.0
Unity,Pariang,SS0608,2014,unusual,4804,2014-01-06,2015-01-04,0.0
Unity,Rubkona,SS0609,2014,unusual,61399,2014-02-23,2015-01-04,0.0
Upper Nile,Baliet,SS0701,2014,recurring,3599,2014-01-06,2015-01-04,0.0
Upper Nile,Baliet,SS0701,2014,unusual,105466,2014-01-08,2015-01-04,0.0
Upper Nile,Fashoda,SS0702,2014,recurring,10,2014-01-06,2015-01-02,0.0
Upper Nile,Fashoda,SS0702,2014,unusual,88,2014-01-06,2015-01-02,0.0
Upper Nile,Longochuk,SS0703,2014,recurring,61,2014-01-17,2015-01-04,0.0
Upper Nile,Longochuk,SS0703,2014,unusual,2828,2014-01-06,2015-01-04,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2014,recurring,6588,2014-01-06,2015-01-04,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2014,unusual,44159,2014-01-06,2015-01-04,0.0
Upper Nile,Maban,SS0705,2014,recurring,37,2014-11-29,2014-12-08,0.0
Upper Nile,Maban,SS0705,2014,unusual,4478,2014-01-06,2015-01-04,0.0
Upper Nile,Maiwut,SS0706,2014,unusual,252,2014-01-06,2015-01-04,0.0
Upper Nile,Malakal,SS0707,2014,recurring,8,2014-11-06,2014-12-31,0.0
Upper Nile,Malakal,SS0707,2014,unusual,141,2014-01-06,2015-01-02,0.0
Upper Nile,Panyikang,SS0710,2014,recurring,378,2014-01-06,2015-01-04,0.0
Upper Nile,Panyikang,SS0710,2014,unusual,402,2014-01-06,2015-01-04,0.0
Upper Nile,Ulang,SS0712,2014,recurring,14044,2014-01-06,2015-01-04,0.0
Upper Nile,Ulang,SS0712,2014,unusual,43094,2014-01-06,2015-01-04,0.0
Warrap,Gogrial East,SS0801,2014,recurring,18943,2014-01-06,2015-01-04,0.0
Warrap,Gogrial East,SS0801,2014,unusual,54837,2014-01-06,2015-01-04,0.0
Warrap,Gogrial West,SS0802,2014,recurring,24558,2014-08-18,2015-01-02,0.0
Warrap,Gogrial West,SS0802,2014,unusual,40521,2014-01-29,2015-01-03,0.0
Warrap,Tonj East,SS0803,2014,unusual,248,2014-01-24,2014-12-31,0.0
Warrap,Tonj North,SS0804,2014,recurring,80960,2014-01-06,2015-01-04,0.0
Warrap,Tonj North,SS0804,2014,unusual,75963,2014-01-06,2015-01-04,0.0
Warrap,Tonj South,SS0805,2014,recurring,1309,2014-09-19,2014-11-30,0.0
Warrap,Tonj South,SS0805,2014,unusual,5658,2014-01-06,2014-12-26,0.0
Warrap,Twic,SS0806,2014,recurring,6446,2014-01-06,2015-01-04,0.0
Warrap,Twic,SS0806,2014,unusual,2983,2014-01-11,2015-01-04,0.0
Western Bahr el Ghazal,Jur River,SS0901,2014,recurring,4681,2014-08-21,2014-12-22,0.0
Western Bahr el Ghazal,Jur River,SS0901,2014,unusual,3760,2014-01-29,2014-12-31,0.0
Western Bahr el Ghazal,Raja,SS0902,2014,recurring,6,2014-10-19,2014-10-26,0.0
Western Bahr el Ghazal,Raja,SS0902,2014,unusual,251,2014-01-29,2015-01-03,0.0
Western Bahr el Ghazal,Wau,SS0903,2014,recurring,928,2014-09-26,2014-11-27,0.0
Western Bahr el Ghazal,Wau,SS0903,2014,unusual,684,2014-09-15,2014-12-15,0.0
Western Equatoria,Ezo,SS1001,2014,unusual,11,2014-12-06,2015-01-02,0.0
Western Equatoria,Ibba,SS1002,2014,unusual,181,2014-01-18,2015-01-02,0.0
Western Equatoria,Maridi,SS1003,2014,unusual,116,2014-01-16,2015-01-02,0.0
Western Equatoria,Mundri East,SS1004,2014,unusual,34,2014-01-15,2014-12-19,0.0
Western Equatoria,Mundri West,SS1005,2014,unusual,54,2014-01-27,2014-12-20,0.0
Western Equatoria,Mvolo,SS1006,2014,recurring,1,2014-09-12,2014-09-12,0.0
Western Equatoria,Mvolo,SS1006,2014,unusual,267,2014-01-31,2014-12-19,0.0
Western Equatoria,Nagero,SS1007,2014,recurring,3,2014-10-12,2014-10-19,0.0
Western Equatoria,Nagero,SS1007,2014,unusual,131,2014-10-12,2014-12-13,0.0
Western Equatoria,Nzara,SS1008,2014,unusual,22,2014-01-09,2014-12-20,0.0
Western Equatoria,Tambura,SS1009,2014,unusual,30,2014-11-07,2014-12-13,0.0
Western Equatoria,Yambio,SS1010,2014,unusual,96,2014-01-11,2014-12-27,0.0
Abyei Region,Abyei Region,SS0001,2015,unusual,87,2015-01-07,2015-11-12,0.0
Central Equatoria,Juba,SS0101,2015,recurring,626,2015-01-07,2016-01-03,0.0
Central Equatoria,Juba,SS0101,2015,unusual,1081,2015-01-05,2016-01-03,0.0
Central Equatoria,Kajo-keji,SS0102,2015,recurring,1,2015-12-18,2015-12-18,0.0
Central Equatoria,Kajo-keji,SS0102,2015,unusual,12,2015-01-09,2015-12-20,0.0
Central Equatoria,Lainya,SS0103,2015,unusual,28,2015-01-29,2015-12-04,0.0
Central Equatoria,Morobo,SS0104,2015,unusual,2,2015-02-05,2015-02-05,0.0
Central Equatoria,Terekeka,SS0105,2015,recurring,32,2015-01-05,2016-01-01,0.0
Central Equatoria,Terekeka,SS0105,2015,unusual,774,2015-01-05,2015-12-31,0.0
Central Equatoria,Yei,SS0106,2015,unusual,58,2015-01-29,2015-11-12,0.0
Eastern Equatoria,Budi,SS0201,2015,unusual,158,2015-01-06,2015-12-20,0.0
Eastern Equatoria,Ikotos,SS0202,2015,unusual,34,2015-01-23,2015-12-31,0.0
Eastern Equatoria,Kapoeta East,SS0203,2015,recurring,96,2015-04-29,2015-11-25,0.0
Eastern Equatoria,Kapoeta East,SS0203,2015,unusual,7338,2015-01-11,2016-01-03,0.0
Eastern Equatoria,Kapoeta North,SS0204,2015,unusual,67,2015-01-14,2015-10-14,0.0
Eastern Equatoria,Kapoeta South,SS0205,2015,unusual,3,2015-05-30,2015-05-30,0.0
Eastern Equatoria,Lafon,SS0206,2015,unusual,5259,2015-01-05,2016-01-03,0.0
Eastern Equatoria,Magwi,SS0207,2015,recurring,1,2015-12-11,2015-12-11,0.0
Eastern Equatoria,Magwi,SS0207,2015,unusual,48,2015-02-01,2016-01-03,0.0
Eastern Equatoria,Torit,SS0208,2015,unusual,50,2015-01-15,2016-01-03,0.0
Jonglei,Akobo,SS0301,2015,recurring,103,2015-01-05,2015-12-04,0.0
Jonglei,Akobo,SS0301,2015,unusual,13443,2015-01-05,2016-01-03,0.0
Jonglei,Ayod,SS0302,2015,recurring,25680,2015-01-05,2016-01-03,0.0
Jonglei,Ayod,SS0302,2015,unusual,22812,2015-01-05,2016-01-03,0.0
Jonglei,Bor South,SS0303,2015,recurring,9597,2015-01-05,2016-01-03,0.0
Jonglei,Bor South,SS0303,2015,unusual,16428,2015-01-05,2016-01-03,0.0
Jonglei,Canal/Pigi,SS0304,2015,recurring,68,2015-01-07,2016-01-03,0.0
Jonglei,Canal/Pigi,SS0304,2015,unusual,77,2015-01-07,2016-01-03,0.0
Jonglei,Duk,SS0305,2015,recurring,22546,2015-01-05,2016-01-03,0.0
Jonglei,Duk,SS0305,2015,unusual,13026,2015-01-05,2016-01-03,0.0
Jonglei,Fangak,SS0306,2015,recurring,2226,2015-01-05,2016-01-03,0.0
Jonglei,Fangak,SS0306,2015,unusual,2639,2015-01-05,2016-01-03,0.0
Jonglei,Nyirol,SS0307,2015,unusual,316,2015-01-05,2016-01-03,0.0
Jonglei,Pibor,SS0308,2015,recurring,17,2015-01-11,2016-01-02,0.0
Jonglei,Pibor,SS0308,2015,unusual,50656,2015-01-05,2016-01-03,0.0
Jonglei,Pochalla,SS0309,2015,recurring,1307,2015-01-05,2016-01-03,0.0
Jonglei,Pochalla,SS0309,2015,unusual,20386,2015-01-05,2016-01-03,0.0
Jonglei,Twic East,SS0310,2015,recurring,6370,2015-01-05,2016-01-03,0.0
Jonglei,Twic East,SS0310,2015,unusual,12351,2015-01-05,2016-01-03,0.0
Jonglei,Uror,SS0311,2015,unusual,2785,2015-01-05,2016-01-03,0.0
Lakes,Awerial,SS0401,2015,recurring,5673,2015-01-05,2016-01-03,0.0
Lakes,Awerial,SS0401,2015,unusual,1399,2015-01-05,2016-01-03,0.0
Lakes,Cueibet,SS0402,2015,unusual,7247,2015-01-05,2016-01-03,0.0
Lakes,Rumbek Centre,SS0403,2015,unusual,3137,2015-01-05,2016-01-03,0.0
Lakes,Rumbek East,SS0404,2015,recurring,749,2015-01-05,2016-01-03,0.0
Lakes,Rumbek East,SS0404,2015,unusual,863,2015-01-05,2016-01-03,0.0
Lakes,Rumbek North,SS0405,2015,unusual,4686,2015-01-07,2016-01-03,0.0
Lakes,Wulu,SS0406,2015,unusual,18,2015-01-28,2015-12-21,0.0
Lakes,Yirol East,SS0407,2015,recurring,3860,2015-01-05,2016-01-03,0.0
Lakes,Yirol East,SS0407,2015,unusual,3597,2015-01-05,2016-01-03,0.0
Lakes,Yirol West,SS0408,2015,recurring,925,2015-01-05,2016-01-03,0.0
Lakes,Yirol West,SS0408,2015,unusual,9165,2015-01-05,2016-01-03,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2015,recurring,99,2015-11-12,2015-11-26,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2015,unusual,283,2015-11-08,2015-11-25,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2015,recurring,764,2015-09-16,2015-11-30,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2015,unusual,645,2015-08-26,2015-11-30,0.0
Northern Bahr el Ghazal,Aweil North,SS0503,2015,unusual,4,2015-11-11,2015-11-14,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2015,recurring,8,2015-09-29,2015-09-29,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2015,unusual,59,2015-01-05,2015-12-27,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2015,recurring,5,2015-09-27,2015-11-25,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2015,unusual,207,2015-09-27,2015-11-23,0.0
Unity,Abiemnhom,SS0601,2015,unusual,228,2015-01-07,2015-02-19,0.0
Unity,Guit,SS0602,2015,recurring,182,2015-01-07,2016-01-03,0.0
Unity,Guit,SS0602,2015,unusual,988,2015-01-07,2016-01-03,0.0
Unity,Koch,SS0603,2015,recurring,9583,2015-01-05,2016-01-03,0.0
Unity,Koch,SS0603,2015,unusual,11651,2015-01-05,2016-01-03,0.0
Unity,Leer,SS0604,2015,recurring,365,2015-01-05,2016-01-03,0.0
Unity,Leer,SS0604,2015,unusual,297,2015-01-09,2016-01-03,0.0
Unity,Mayendit,SS0605,2015,recurring,174,2015-01-07,2016-01-03,0.0
Unity,Mayendit,SS0605,2015,unusual,954,2015-01-07,2016-01-03,0.0
Unity,Mayom,SS0606,2015,recurring,21645,2015-01-05,2016-01-03,0.0
Unity,Mayom,SS0606,2015,unusual,174514,2015-01-05,2016-01-03,0.0
Unity,Panyijiar,SS0607,2015,recurring,4234,2015-01-05,2016-01-03,0.0
Unity,Panyijiar,SS0607,2015,unusual,8209,2015-01-05,2016-01-03,0.0
Unity,Pariang,SS0608,2015,recurring,2437,2015-01-05,2016-01-03,0.0
Unity,Pariang,SS0608,2015,unusual,2183,2015-01-05,2016-01-03,0.0
Unity,Rubkona,SS0609,2015,unusual,87736,2015-01-05,2016-01-03,0.0
Upper Nile,Baliet,SS0701,2015,recurring,8603,2015-01-05,2015-12-27,0.0
Upper Nile,Baliet,SS0701,2015,unusual,573610,2015-01-05,2016-01-01,0.0
Upper Nile,Fashoda,SS0702,2015,recurring,16,2015-01-09,2015-12-27,0.0
Upper Nile,Fashoda,SS0702,2015,unusual,29,2015-01-09,2015-12-27,0.0
Upper Nile,Longochuk,SS0703,2015,recurring,34,2015-01-06,2016-01-03,0.0
Upper Nile,Longochuk,SS0703,2015,unusual,3542,2015-01-05,2016-01-03,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2015,recurring,3420,2015-01-05,2016-01-03,0.0
Upper Nile,Luakpiny/Nasir,SS0704,2015,unusual,6774,2015-01-05,2016-01-03,0.0
Upper Nile,Maban,SS0705,2015,recurring,1,2015-12-15,2015-12-15,0.0
Upper Nile,Maban,SS0705,2015,unusual,787,2015-01-05,2016-01-03,0.0
Upper Nile,Maiwut,SS0706,2015,unusual,99,2015-01-05,2016-01-03,0.0
Upper Nile,Malakal,SS0707,2015,recurring,2,2015-11-25,2015-12-20,0.0
Upper Nile,Malakal,SS0707,2015,unusual,16,2015-01-09,2015-12-27,0.0
Upper Nile,Panyikang,SS0710,2015,recurring,300,2015-01-05,2016-01-03,0.0
Upper Nile,Panyikang,SS0710,2015,unusual,176,2015-01-05,2016-01-03,0.0
Upper Nile,Ulang,SS0712,2015,recurring,2421,2015-01-05,2016-01-03,0.0
Upper Nile,Ulang,SS0712,2015,unusual,19161,2015-01-05,2016-01-03,0.0
Warrap,Gogrial East,SS0801,2015,recurring,784,2015-01-05,2016-01-03,0.0
Warrap,Gogrial East,SS0801,2015,unusual,5091,2015-01-05,2016-01-03,0.0
Warrap,Gogrial West,SS0802,2015,recurring,21,2015-09-27,2015-11-30,0.0
Warrap,Gogrial West,SS0802,2015,unusual,1189,2015-01-05,2015-12-27,0.0
Warrap,Tonj East,SS0803,2015,unusual,4925,2015-01-25,2016-01-03,0.0
Warrap,Tonj North,SS0804,2015,recurring,76533,2015-01-05,2016-01-03,0.0
Warrap,Tonj North,SS0804,2015,unusual,25044,2015-01-05,2016-01-03,0.0
Warrap,Tonj South,SS0805,2015,unusual,453,2015-01-16,2016-01-01,0.0
Warrap,Twic,SS0806,2015,recurring,5169,2015-01-05,2016-01-03,0.0
Warrap,Twic,SS0806,2015,unusual,3001,2015-01-05,2016-01-03,0.0
Western Bahr el Ghazal,Jur River,SS0901,2015,recurring,28,2015-11-25,2015-12-11,0.0
Western Bahr el Ghazal,Jur River,SS0901,2015,unusual,39,2015-10-27,2015-12-16,0.0
Western Bahr el Ghazal,Raja,SS0902,2015,recurring,28,2015-09-20,2015-10-06,0.0
Western Bahr el Ghazal,Raja,SS0902,2015,unusual,489,2015-01-19,2015-12-12,0.0
Western Equatoria,Ibba,SS1002,2015,unusual,15,2015-02-05,2015-12-13,0.0
Western Equatoria,Maridi,SS1003,2015,unusual,29,2015-01-20,2015-11-07,0.0
Western Equatoria,Mundri East,SS1004,2015,unusual,20,2015-11-11,2016-01-01,0.0
Western Equatoria,Mundri West,SS1005,2015,unusual,2,2015-12-04,2015-12-04,0.0
Western Equatoria,Mvolo,SS1006,2015,unusual,25,2015-02-08,2015-11-13,0.0
Western Equatoria,Nagero,SS1007,2015,unusual,6,2015-11-30,2015-12-29,0.0
Western Equatoria,Nzara,SS1008,2015,unusual,4,2015-01-19,2015-01-20,0.0
Western Equatoria,Yambio,SS1010,2015,unusual,17,2015-01-18,2015-12-20,0.0
Abyei Region,Abyei Region,SS0001,2016,unusual,13,2016-05-31,2016-11-15,0.0
Central Equatoria,Juba,SS0101,2016,recurring,629,2016-01-05,2017-01-01,0.0
Central Equatoria,Juba,SS0101,2016,unusual,918,2016-01-05,2017-01-01,0.0
Central Equatoria,Kajo-keji,SS0102,2016,recurring,2,2016-12-11,2016-12-13,0.0
Central Equatoria,Kajo-keji,SS0102,2016,unusual,3,2016-01-07,2016-11-25,0.0
Central Equatoria,Lainya,SS0103,2016,unusual,23,2016-01-24,2016-12-24,0.0
Central Equatoria,Morobo,SS0104,2016,unusual,3,2016-12-24,2016-12-25,0.0
Central Equatoria,Terekeka,SS0105,2016,recurring,31,2016-01-05,2016-12-29,0.0
Central Equatoria,Terekeka,SS0105,2016,unusual,397,2016-01-05,2016-12-31,0.0
Central Equatoria,Yei,SS0106,2016,unusual,21,2016-01-07,2016-12-24,0.0
Eastern Equatoria,Budi,SS0201,2016,unusual,519,2016-01-05,2016-12-24,0.0
Eastern Equatoria,Ikotos,SS0202,2016,unusual,250,2016-01-05,2016-12-26,0.0
Eastern Equatoria,Kapoeta East,SS0203,2016,recurring,848,2016-05-07,2016-12-11,0.0
Eastern Equatoria,Kapoeta East,SS0203,2016,unusual,38394,2016-01-04,2016-12-24,0.0
Eastern Equatoria,Kapoeta North,SS0204,2016,unusual,825,2016-01-07,2016-12-24,0.0
Eastern Equatoria,Kapoeta South,SS0205,2016,unusual,16,2016-11-20,2016-11-24,0.0
Eastern Equatoria,Lafon,SS0206,2016,unusual,5309,2016-01-05,2016-12-27,0.0
Eastern Equatoria,Magwi,SS0207,2016,recurring,3,2016-11-20,2016-12-22,0.0
Eastern Equatoria,Magwi,SS0207,2016,unusual,167,2016-01-04,2016-12-31,0.0
Eastern Equatoria,Torit,SS0208,2016,unusual,205,2016-01-07,2016-12-26,0.0
Jonglei,Akobo,SS0301,2016,recurring,59,2016-08-12,2016-11-27,0.0
Jonglei,Akobo,SS0301,2016,unusual,9824,2016-01-04,2017-01-01,0.0
Jonglei,Ayod,SS0302,2016,recurring,15978,2016-01-04,2017-01-01,0.0
Jonglei,Ayod,SS0302,2016,unusual,13366,2016-01-04,2017-01-01,0.0
Jonglei,Bor South,SS0303,2016,recurring,10524,2016-01-04,2017-01-01,0.0
Jonglei,Bor South,SS0303,2016,unusual,7035,2016-01-04,2017-01-01,0.0
Jonglei,Canal/Pigi,SS0304,2016,recurring,90,2016-01-05,2016-12-31,0.0
Jonglei,Canal/Pigi,SS0304,2016,unusual,185,2016-01-05,2017-01-01,0.0
Jonglei,Duk,SS0305,2016,recurring,20854,2016-01-04,2017-01-01,0.0
Jonglei,Duk,SS0305,2016,unusual,11586,2016-01-04,2017-01-01,0.0
Jonglei,Fangak,SS0306,2016,recurring,3383,2016-01-04,2017-01-01,0.0
Jonglei,Fangak,SS0306,2016,unusual,12920,2016-01-04,2017-01-01,0.0
Jonglei,Nyirol,SS0307,2016,unusual,138,2016-01-04,2016-12-26,0.0
Jonglei,Pibor,SS0308,2016,recurring,34,2016-01-07,2016-12-24,0.0
Jonglei,Pibor,SS0308,2016,unusual,43710,2016-01-04,2017-01-01,0.0
Jonglei,Pochalla,SS0309,2016,recurring,2085,2016-01-04,2017-01-01,0.0
Jonglei,Pochalla,SS0309,2016,unusual,30868,2016-01-04,2017-01-01,0.0
Jonglei,Twic East,SS0310,2016,recurring,8048,2016-01-04,2017-01-01,0.0
Jonglei,Twic East,SS0310,2016,unusual,12768,2016-01-04,2017-01-01,0.0
Jonglei,Uror,SS0311,2016,recurring,20,2016-08-14,2016-08-16,0.0
Jonglei,Uror,SS0311,2016,unusual,7530,2016-01-04,2017-01-01,0.0
Lakes,Awerial,SS0401,2016,recurring,8730,2016-01-04,2017-01-01,0.0
Lakes,Awerial,SS0401,2016,unusual,3344,2016-01-04,2017-01-01,0.0
Lakes,Cueibet,SS0402,2016,recurring,7,2016-10-15,2016-11-02,0.0
Lakes,Cueibet,SS0402,2016,unusual,878,2016-01-04,2017-01-01,0.0
Lakes,Rumbek Centre,SS0403,2016,unusual,459,2016-01-05,2016-12-31,0.0
Lakes,Rumbek East,SS0404,2016,recurring,633,2016-01-05,2016-12-31,0.0
Lakes,Rumbek East,SS0404,2016,unusual,973,2016-01-05,2016-12-31,0.0
Lakes,Rumbek North,SS0405,2016,unusual,1296,2016-01-05,2017-01-01,0.0
Lakes,Wulu,SS0406,2016,recurring,1,2016-08-23,2016-08-23,0.0
Lakes,Wulu,SS0406,2016,unusual,243,2016-05-14,2016-12-25,0.0
Lakes,Yirol East,SS0407,2016,recurring,4488,2016-01-04,2016-12-31,0.0
Lakes,Yirol East,SS0407,2016,unusual,3238,2016-01-04,2017-01-01,0.0
Lakes,Yirol West,SS0408,2016,recurring,639,2016-01-05,2017-01-01,0.0
Lakes,Yirol West,SS0408,2016,unusual,658,2016-01-05,2016-12-31,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2016,recurring,193,2016-08-13,2016-09-13,0.0
Northern Bahr el Ghazal,Aweil Centre,SS0501,2016,unusual,393,2016-08-12,2016-11-30,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2016,recurring,803,2016-07-15,2016-10-24,0.0
Northern Bahr el Ghazal,Aweil East,SS0502,2016,unusual,704,2016-01-08,2016-12-18,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2016,recurring,1086,2016-09-08,2016-11-02,0.0
Northern Bahr el Ghazal,Aweil South,SS0504,2016,unusual,15,2016-08-23,2016-10-24,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2016,recurring,124,2016-08-16,2016-10-31,0.0
Northern Bahr el Ghazal,Aweil West,SS0505,2016,unusual,366,2016-05-15,2016-11-16,0.0
Unity,Abiemnhom,SS0601,2016,unusual,57,2016-01-08,2016-12-24,0.0
Unity,Guit,SS0602,2016,recurring,129,2016-01-05,2016-12-29,0.0
Unity,Guit,SS0602,2016,unusual,3145,2016-01-05,2017-01-01,0.0
Unity,Koch,SS0603,2016,recurring,7286,2016-01-04,2017-01-01,0.0
Unity,Koch,SS0603,2016,unusual,3350,2016-01-05,2016-12-29,0.0
Unity,Leer,SS0604,2016,recurring,630,2016-01-05,2017-01-01,0.0
Unity,Leer,SS0604,2016,unusual,6163,2016-01-05,2016-12-31,0.0
Unity,Mayendit,SS0605,2016,recurring,1357,2016-01-05,2017-01-01,0.0
Unity,Mayendit,SS0605,2016,unusual,18090,2016-01-05,2017-01-01,0.0
Unity,Mayom,SS0606,2016,recurring,17964,2016-01-04,2017-01-01,0.0
